#Drug,Gene
CID000216239,P8999
CID000216239,P4919
CID000216239,P4916
CID000216239,P4915
CID000216239,P8767
CID000216239,P3985
CID000216239,P91461
CID000216239,P2534
CID000216239,P695
CID000057537,P1816
CID000057537,P1812
CID000057537,P1813
CID000003478,P1576
CID005493444,P643834
CID005493444,P5222
CID005493444,P9476
CID005493444,P5225
CID005493444,P25825
CID005493444,P643847
CID005493444,P5972
CID005493444,P1509
CID005493444,P23621
CID000130881,P28234
CID000130881,P10599
CID000060852,P2224
CID000060852,P2222
CID000060852,P137682
CID000000444,P1128
CID000000444,P1129
CID000000444,P348932
CID000000444,P6536
CID000000444,P3269
CID000000444,P6534
CID000000444,P6535
CID000000444,P6532
CID000000444,P6533
CID000000444,P6530
CID000000444,P6531
CID000000444,P6538
CID000000444,P6539
CID000000444,P55117
CID000000444,P28968
CID000000444,P54716
CID000000444,P9152
CID000000444,P1133
CID000000444,P1132
CID000000444,P1131
CID000000444,P340024
CID000000444,P6529
CID000000444,P1557
CID000000444,P6540
CID000000444,P11254
CID000000444,P388662
CID000002118,P2558
CID000002118,P23476
CID000002118,P2554
CID000002118,P2555
CID000002118,P2556
CID000003042,P1128
CID000003042,P1129
CID000003042,P1133
CID000003042,P1814
CID000003042,P1131
CID000003042,P3274
CID000003042,P3357
CID000003042,P3356
CID000003042,P1132
CID000003042,P3269
CID000003042,P3358
CID000002712,P590
CID000002712,P221223
CID000002712,P222642
CID000002712,P22829
CID000002712,P57555
CID000002712,P1056
CID000002712,P706
CID000002712,P23491
CID000002712,P1066
CID000002712,P57502
CID000002712,P22871
CID000002712,P8824
CID000002712,P3269
CID000002712,P283848
CID000002712,P54413
CID000000119,P7018
CID000000119,P4241
CID000000119,P6532
CID000000119,P6533
CID000000119,P6530
CID000000119,P6531
CID000000119,P6538
CID000000119,P6539
CID000000119,P2569
CID000000119,P2568
CID000000119,P55117
CID000000119,P200959
CID000000119,P2561
CID000000119,P2560
CID000000119,P2563
CID000000119,P2562
CID000000119,P2565
CID000000119,P2564
CID000000119,P2567
CID000000119,P2566
CID000000119,P146206
CID000000119,P9568
CID000000119,P388662
CID000000119,P9152
CID000000119,P55604
CID000000119,P2628
CID000000119,P6529
CID000000119,P64850
CID000000119,P2554
CID000000119,P2555
CID000000119,P2556
CID000000119,P2557
CID000000119,P2558
CID000000119,P18
CID000000119,P6540
CID000000119,P2572
CID000000119,P2570
CID000000119,P2571
CID000000119,P64902
CID000000119,P2559
CID000000119,P85007
CID000002369,P1269
CID000002369,P124274
CID000002369,P2849
CID000002369,P2847
CID000002369,P2844
CID000002369,P2845
CID000002369,P2842
CID000002369,P54112
CID000002369,P136
CID000002369,P135
CID000002369,P134
CID000002369,P10692
CID000002369,P9287
CID000002369,P9283
CID000002369,P4985
CID000002369,P4987
CID000002369,P10663
CID000002369,P4988
CID000002369,P27201
CID000002369,P4889
CID000002369,P221391
CID000002369,P2850
CID000002369,P84539
CID000002369,P84634
CID000002369,P4887
CID000002369,P54329
CID000002369,P54328
CID000002369,P10886
CID000002369,P10887
CID000002369,P729230
CID000002369,P23566
CID000002369,P10888
CID000002369,P9170
CID000002369,P6010
CID000002369,P56923
CID000002369,P2798
CID000002369,P128674
CID000002369,P10803
CID000002369,P319100
CID000002369,P23596
CID000002369,P94233
CID000002369,P3274
CID000002369,P285601
CID000002369,P2827
CID000002369,P53831
CID000002369,P1902
CID000002369,P338557
CID000002369,P1234
CID000002369,P1230
CID000002369,P1813
CID000002369,P1232
CID000002369,P1233
CID000002369,P1238
CID000002369,P2837
CID000002369,P2835
CID000002369,P2834
CID000002369,P2832
CID000002369,P2831
CID000002369,P2830
CID000002369,P344561
CID000002369,P2652
CID000002369,P3354
CID000002369,P5737
CID000002369,P1241
CID000002369,P8811
CID000002369,P3351
CID000002369,P83550
CID000002369,P3350
CID000002369,P623
CID000002369,P2861
CID000002369,P64106
CID000002369,P3352
CID000002369,P339403
CID000002369,P153
CID000002369,P7852
CID000002369,P83873
CID000002369,P152
CID000002369,P155
CID000002369,P9038
CID000002369,P134864
CID000002369,P64582
CID000002369,P4829
CID000002369,P5540
CID000002369,P3361
CID000002369,P3362
CID000002369,P3363
CID000002369,P186
CID000002369,P187
CID000002369,P185
CID000002369,P2587
CID000002369,P9293
CID000002369,P5021
CID000002369,P57007
CID000002369,P4986
CID000002369,P118442
CID000002369,P8477
CID000002369,P4157
CID000002369,P84109
CID000002369,P2925
CID000002369,P5956
CID000002369,P6752
CID000002369,P6753
CID000002369,P350383
CID000002369,P6751
CID000002369,P6754
CID000002369,P6755
CID000002369,P2693
CID000002369,P151
CID000002369,P150
CID000002369,P2862
CID000002369,P2863
CID000002369,P887
CID000002369,P886
CID000002369,P554
CID000002369,P4886
CID000002369,P552
CID000002369,P59340
CID000002369,P3062
CID000002369,P3061
CID000002369,P4923
CID000002369,P1816
CID000002369,P5729
CID000002369,P4161
CID000002369,P4160
CID000002369,P11245
CID000002369,P7201
CID000002369,P139760
CID000002369,P146
CID000002369,P147
CID000002369,P134391
CID000002369,P140
CID000002369,P51289
CID000002369,P611
CID000002369,P148
CID000002369,P3355
CID000002369,P5734
CID000002369,P3357
CID000002369,P3356
CID000002369,P5731
CID000002369,P10316
CID000002369,P5733
CID000002369,P5732
CID000002369,P5739
CID000002369,P3358
CID000002369,P23620
CID000002369,P5995
CID000002369,P56413
CID000002369,P1812
CID000002369,P6915
CID000002369,P4158
CID000002369,P4159
CID000002369,P11250
CID000002369,P1814
CID000002369,P8484
CID000002369,P81491
CID000002369,P83551
CID000002369,P680
CID000002369,P11255
CID000003510,P1142
CID000003510,P1143
CID000003510,P1140
CID000003510,P1141
CID000003510,P1146
CID000003510,P1144
CID000003510,P89832
CID000003510,P3757
CID000003510,P9177
CID000003510,P1145
CID000003510,P3363
CID000003510,P285242
CID000003510,P1139
CID000003510,P1138
CID000003510,P170572
CID000003510,P1137
CID000003510,P1136
CID000003510,P1135
CID000003510,P1134
CID000003510,P200909
CID000003510,P3359
CID000003510,P57053
CID000003510,P55584
CID000003510,P8973
CID000003066,P1269
CID000003066,P124274
CID000003066,P2849
CID000003066,P2847
CID000003066,P2844
CID000003066,P2845
CID000003066,P2842
CID000003066,P54112
CID000003066,P136
CID000003066,P135
CID000003066,P134
CID000003066,P10692
CID000003066,P9287
CID000003066,P9283
CID000003066,P4985
CID000003066,P4987
CID000003066,P10663
CID000003066,P4988
CID000003066,P27201
CID000003066,P4889
CID000003066,P221391
CID000003066,P2850
CID000003066,P84539
CID000003066,P84634
CID000003066,P4887
CID000003066,P54329
CID000003066,P54328
CID000003066,P10886
CID000003066,P10887
CID000003066,P729230
CID000003066,P23566
CID000003066,P10888
CID000003066,P9170
CID000003066,P6010
CID000003066,P56923
CID000003066,P2798
CID000003066,P128674
CID000003066,P10803
CID000003066,P319100
CID000003066,P23596
CID000003066,P94233
CID000003066,P3274
CID000003066,P285601
CID000003066,P2827
CID000003066,P53831
CID000003066,P1902
CID000003066,P338557
CID000003066,P1234
CID000003066,P1230
CID000003066,P1813
CID000003066,P1232
CID000003066,P1233
CID000003066,P1238
CID000003066,P2837
CID000003066,P2835
CID000003066,P2834
CID000003066,P2832
CID000003066,P2831
CID000003066,P2830
CID000003066,P344561
CID000003066,P2652
CID000003066,P3354
CID000003066,P5737
CID000003066,P1241
CID000003066,P8811
CID000003066,P3351
CID000003066,P83550
CID000003066,P3350
CID000003066,P623
CID000003066,P2861
CID000003066,P64106
CID000003066,P3352
CID000003066,P339403
CID000003066,P153
CID000003066,P7852
CID000003066,P83873
CID000003066,P152
CID000003066,P155
CID000003066,P9038
CID000003066,P134864
CID000003066,P64582
CID000003066,P4829
CID000003066,P5540
CID000003066,P3361
CID000003066,P3362
CID000003066,P3363
CID000003066,P186
CID000003066,P187
CID000003066,P185
CID000003066,P2587
CID000003066,P9293
CID000003066,P5021
CID000003066,P57007
CID000003066,P4986
CID000003066,P118442
CID000003066,P8477
CID000003066,P4157
CID000003066,P84109
CID000003066,P2925
CID000003066,P5956
CID000003066,P6752
CID000003066,P6753
CID000003066,P350383
CID000003066,P6751
CID000003066,P6754
CID000003066,P6755
CID000003066,P2693
CID000003066,P151
CID000003066,P150
CID000003066,P2862
CID000003066,P2863
CID000003066,P887
CID000003066,P886
CID000003066,P554
CID000003066,P4886
CID000003066,P552
CID000003066,P59340
CID000003066,P3062
CID000003066,P3061
CID000003066,P4923
CID000003066,P1816
CID000003066,P5729
CID000003066,P4161
CID000003066,P4160
CID000003066,P11245
CID000003066,P7201
CID000003066,P139760
CID000003066,P146
CID000003066,P147
CID000003066,P134391
CID000003066,P140
CID000003066,P51289
CID000003066,P611
CID000003066,P148
CID000003066,P3355
CID000003066,P5734
CID000003066,P3357
CID000003066,P3356
CID000003066,P5731
CID000003066,P10316
CID000003066,P5733
CID000003066,P5732
CID000003066,P5739
CID000003066,P3358
CID000003066,P23620
CID000003066,P5995
CID000003066,P56413
CID000003066,P1812
CID000003066,P6915
CID000003066,P4158
CID000003066,P4159
CID000003066,P11250
CID000003066,P1814
CID000003066,P8484
CID000003066,P81491
CID000003066,P83551
CID000003066,P680
CID000003066,P11255
CID000074989,P1723
CID000060877,P1633
CID000003198,P1128
CID000003198,P1544
CID000003198,P6916
CID000003198,P4988
CID000003198,P1557
CID000003198,P1559
CID000003198,P1132
CID000003198,P1131
CID000003198,P7226
CID000003198,P1586
CID000003198,P3274
CID000003198,P1565
CID000003198,P3357
CID000003198,P6532
CID000003198,P3350
CID000003198,P6531
CID000003198,P4985
CID000003198,P1576
CID000051263,P1269
CID000051263,P124274
CID000051263,P2849
CID000051263,P2847
CID000051263,P2844
CID000051263,P2845
CID000051263,P2842
CID000051263,P54112
CID000051263,P136
CID000051263,P135
CID000051263,P134
CID000051263,P10692
CID000051263,P9287
CID000051263,P9283
CID000051263,P4985
CID000051263,P4987
CID000051263,P10663
CID000051263,P4988
CID000051263,P27201
CID000051263,P4889
CID000051263,P221391
CID000051263,P2850
CID000051263,P84539
CID000051263,P84634
CID000051263,P4887
CID000051263,P54329
CID000051263,P54328
CID000051263,P10886
CID000051263,P10887
CID000051263,P729230
CID000051263,P23566
CID000051263,P10888
CID000051263,P9170
CID000051263,P6010
CID000051263,P56923
CID000051263,P2798
CID000051263,P128674
CID000051263,P10803
CID000051263,P319100
CID000051263,P23596
CID000051263,P94233
CID000051263,P3274
CID000051263,P285601
CID000051263,P2827
CID000051263,P53831
CID000051263,P1902
CID000051263,P338557
CID000051263,P1234
CID000051263,P1230
CID000051263,P1813
CID000051263,P1232
CID000051263,P1233
CID000051263,P1238
CID000051263,P2837
CID000051263,P2835
CID000051263,P2834
CID000051263,P2832
CID000051263,P2831
CID000051263,P2830
CID000051263,P344561
CID000051263,P2652
CID000051263,P3354
CID000051263,P5737
CID000051263,P1241
CID000051263,P8811
CID000051263,P3351
CID000051263,P83550
CID000051263,P3350
CID000051263,P623
CID000051263,P2861
CID000051263,P64106
CID000051263,P3352
CID000051263,P339403
CID000051263,P153
CID000051263,P7852
CID000051263,P83873
CID000051263,P152
CID000051263,P155
CID000051263,P9038
CID000051263,P134864
CID000051263,P64582
CID000051263,P4829
CID000051263,P5540
CID000051263,P3361
CID000051263,P3362
CID000051263,P3363
CID000051263,P186
CID000051263,P187
CID000051263,P185
CID000051263,P2587
CID000051263,P9293
CID000051263,P5021
CID000051263,P57007
CID000051263,P4986
CID000051263,P118442
CID000051263,P8477
CID000051263,P4157
CID000051263,P84109
CID000051263,P2925
CID000051263,P5956
CID000051263,P6752
CID000051263,P6753
CID000051263,P350383
CID000051263,P6751
CID000051263,P6754
CID000051263,P6755
CID000051263,P2693
CID000051263,P151
CID000051263,P150
CID000051263,P2862
CID000051263,P2863
CID000051263,P887
CID000051263,P886
CID000051263,P554
CID000051263,P4886
CID000051263,P552
CID000051263,P59340
CID000051263,P3062
CID000051263,P3061
CID000051263,P4923
CID000051263,P1816
CID000051263,P5729
CID000051263,P4161
CID000051263,P4160
CID000051263,P11245
CID000051263,P7201
CID000051263,P139760
CID000051263,P146
CID000051263,P147
CID000051263,P134391
CID000051263,P140
CID000051263,P51289
CID000051263,P611
CID000051263,P148
CID000051263,P3355
CID000051263,P5734
CID000051263,P3357
CID000051263,P3356
CID000051263,P5731
CID000051263,P10316
CID000051263,P5733
CID000051263,P5732
CID000051263,P5739
CID000051263,P3358
CID000051263,P23620
CID000051263,P5995
CID000051263,P56413
CID000051263,P1812
CID000051263,P6915
CID000051263,P4158
CID000051263,P4159
CID000051263,P11250
CID000051263,P1814
CID000051263,P8484
CID000051263,P81491
CID000051263,P83551
CID000051263,P680
CID000051263,P11255
CID000003355,P6331
CID000003355,P3757
CID000004205,P1269
CID000004205,P124274
CID000004205,P2849
CID000004205,P2847
CID000004205,P2844
CID000004205,P2845
CID000004205,P2842
CID000004205,P54112
CID000004205,P136
CID000004205,P135
CID000004205,P134
CID000004205,P10692
CID000004205,P118442
CID000004205,P55117
CID000004205,P9287
CID000004205,P9283
CID000004205,P28968
CID000004205,P4985
CID000004205,P4987
CID000004205,P10663
CID000004205,P4988
CID000004205,P388662
CID000004205,P4889
CID000004205,P221391
CID000004205,P2850
CID000004205,P84539
CID000004205,P84634
CID000004205,P4887
CID000004205,P54329
CID000004205,P54328
CID000004205,P10886
CID000004205,P10887
CID000004205,P729230
CID000004205,P23566
CID000004205,P10888
CID000004205,P9170
CID000004205,P6010
CID000004205,P56923
CID000004205,P83873
CID000004205,P2798
CID000004205,P128674
CID000004205,P10803
CID000004205,P1128
CID000004205,P1129
CID000004205,P319100
CID000004205,P23596
CID000004205,P94233
CID000004205,P3274
CID000004205,P285601
CID000004205,P2827
CID000004205,P53831
CID000004205,P1902
CID000004205,P9152
CID000004205,P338557
CID000004205,P54716
CID000004205,P1234
CID000004205,P64582
CID000004205,P1230
CID000004205,P1813
CID000004205,P1232
CID000004205,P1233
CID000004205,P1133
CID000004205,P1132
CID000004205,P1131
CID000004205,P1238
CID000004205,P7852
CID000004205,P2837
CID000004205,P2835
CID000004205,P2834
CID000004205,P2832
CID000004205,P2831
CID000004205,P2830
CID000004205,P344561
CID000004205,P2652
CID000004205,P3354
CID000004205,P5737
CID000004205,P1241
CID000004205,P8811
CID000004205,P3351
CID000004205,P83550
CID000004205,P83551
CID000004205,P623
CID000004205,P2861
CID000004205,P64106
CID000004205,P3352
CID000004205,P339403
CID000004205,P153
CID000004205,P6536
CID000004205,P3269
CID000004205,P6534
CID000004205,P6535
CID000004205,P6532
CID000004205,P6533
CID000004205,P6530
CID000004205,P6531
CID000004205,P155
CID000004205,P9038
CID000004205,P134864
CID000004205,P6538
CID000004205,P6539
CID000004205,P554
CID000004205,P4829
CID000004205,P3359
CID000004205,P5540
CID000004205,P3361
CID000004205,P3362
CID000004205,P3363
CID000004205,P186
CID000004205,P187
CID000004205,P185
CID000004205,P2587
CID000004205,P9293
CID000004205,P5021
CID000004205,P57007
CID000004205,P4986
CID000004205,P56413
CID000004205,P10316
CID000004205,P340024
CID000004205,P6529
CID000004205,P8477
CID000004205,P4157
CID000004205,P84109
CID000004205,P2925
CID000004205,P5956
CID000004205,P6752
CID000004205,P6753
CID000004205,P350383
CID000004205,P6751
CID000004205,P6754
CID000004205,P6755
CID000004205,P2693
CID000004205,P11254
CID000004205,P151
CID000004205,P150
CID000004205,P2862
CID000004205,P2863
CID000004205,P887
CID000004205,P886
CID000004205,P348932
CID000004205,P4886
CID000004205,P552
CID000004205,P59340
CID000004205,P3062
CID000004205,P3061
CID000004205,P152
CID000004205,P27201
CID000004205,P4923
CID000004205,P1816
CID000004205,P5729
CID000004205,P4161
CID000004205,P4160
CID000004205,P11245
CID000004205,P7201
CID000004205,P139760
CID000004205,P146
CID000004205,P147
CID000004205,P134391
CID000004205,P140
CID000004205,P51289
CID000004205,P611
CID000004205,P148
